INPUT:query	INPUT:image_url	INPUT:search_url	INPUT:image_ext_id	GOLDEN:result	TASK:id	TASK:overlap	TASK:assignments_count	TASK:correct_answers_percent
кроссовки bmai	https://storage.yandexcloud.net/aaa-project-100/44596991058.jpg	https://www.google.ru/search?q=кроссовки bmai	44596991058	irrelevant	0000488072--68497c7547006c7b78d96e26	infinite	24	100.0
кроссовки bmai	https://storage.yandexcloud.net/aaa-project-100/44598371789.jpg	https://www.google.ru/search?q=кроссовки bmai	44598371789	irrelevant	0000488072--68497c7547006c7b78d96e27	infinite	18	100.0
кроссовки bmai	https://storage.yandexcloud.net/aaa-project-100/44556632469.jpg	https://www.google.ru/search?q=кроссовки bmai	44556632469	irrelevant	0000488072--68497c7547006c7b78d96e28	infinite	17	100.0
кроссовки bmai	https://storage.yandexcloud.net/aaa-project-100/44619396104.jpg	https://www.google.ru/search?q=кроссовки bmai	44619396104	irrelevant	0000488072--68497c7547006c7b78d96e29	infinite	18	100.0
кроссовки bmai	https://storage.yandexcloud.net/aaa-project-100/44649761331.jpg	https://www.google.ru/search?q=кроссовки bmai	44649761331	irrelevant	0000488072--68497c7547006c7b78d96e2a	infinite	20	100.0
кроссовки bmai	https://storage.yandexcloud.net/aaa-project-100/44628260280.jpg	https://www.google.ru/search?q=кроссовки bmai	44628260280	irrelevant	0000488072--68497c7547006c7b78d96e2b	infinite	18	100.0
simms кепка	https://storage.yandexcloud.net/aaa-project-100/44650037794.jpg	https://www.google.ru/search?q=simms кепка	44650037794	irrelevant	0000488072--68497c7547006c7b78d96e2c	infinite	22	100.0
simms кепка	https://storage.yandexcloud.net/aaa-project-100/44052094159.jpg	https://www.google.ru/search?q=simms кепка	44052094159	irrelevant	0000488072--68497c7547006c7b78d96e2d	infinite	17	100.0
simms кепка	https://storage.yandexcloud.net/aaa-project-100/44606440215.jpg	https://www.google.ru/search?q=simms кепка	44606440215	irrelevant	0000488072--68497c7547006c7b78d96e2e	infinite	16	100.0
simms кепка	https://storage.yandexcloud.net/aaa-project-100/44643397718.jpg	https://www.google.ru/search?q=simms кепка	44643397718	irrelevant	0000488072--68497c7547006c7b78d96e31	infinite	16	93.75
simms кепка	https://storage.yandexcloud.net/aaa-project-100/44552341752.jpg	https://www.google.ru/search?q=simms кепка	44552341752	irrelevant	0000488072--68497c7547006c7b78d96e33	infinite	21	95.2381
simms кепка	https://storage.yandexcloud.net/aaa-project-100/44603753225.jpg	https://www.google.ru/search?q=simms кепка	44603753225	irrelevant	0000488072--68497c7547006c7b78d96e34	infinite	15	93.333336
miegofce	https://storage.yandexcloud.net/aaa-project-100/44555472449.jpg	https://www.google.ru/search?q=miegofce	44555472449	irrelevant	0000488072--68497c7547006c7b78d96e36	infinite	22	100.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44625974069.jpg	https://www.google.ru/search?q=miegofce	44625974069	irrelevant	0000488072--68497c7547006c7b78d96e37	infinite	22	100.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44641249960.jpg	https://www.google.ru/search?q=miegofce	44641249960	irrelevant	0000488072--68497c7547006c7b78d96e38	infinite	25	96.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44598506544.jpg	https://www.google.ru/search?q=miegofce	44598506544	irrelevant	0000488072--68497c7547006c7b78d96e39	infinite	16	100.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44554677365.jpg	https://www.google.ru/search?q=miegofce	44554677365	irrelevant	0000488072--68497c7547006c7b78d96e3a	infinite	17	94.117645
miegofce	https://storage.yandexcloud.net/aaa-project-100/44642567231.jpg	https://www.google.ru/search?q=miegofce	44642567231	irrelevant	0000488072--68497c7547006c7b78d96e3b	infinite	18	100.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44554318497.jpg	https://www.google.ru/search?q=miegofce	44554318497	irrelevant	0000488072--68497c7547006c7b78d96e3c	infinite	20	100.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44587257441.jpg	https://www.google.ru/search?q=miegofce	44587257441	irrelevant	0000488072--68497c7547006c7b78d96e3d	infinite	24	100.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44588497841.jpg	https://www.google.ru/search?q=miegofce	44588497841	irrelevant	0000488072--68497c7547006c7b78d96e3e	infinite	15	100.0
miegofce	https://storage.yandexcloud.net/aaa-project-100/44588247705.jpg	https://www.google.ru/search?q=miegofce	44588247705	irrelevant	0000488072--68497c7547006c7b78d96e3f	infinite	20	100.0
avanzo daziaro	https://storage.yandexcloud.net/aaa-project-100/44616126494.jpg	https://www.google.ru/search?q=avanzo daziaro	44616126494	irrelevant	0000488072--68497c7547006c7b78d96e47	infinite	20	95.0
сланцы	https://storage.yandexcloud.net/aaa-project-100/44553289897.jpg	https://www.google.ru/search?q=сланцы	44553289897	irrelevant	0000488072--68497c7547006c7b78d96e4a	infinite	26	96.15385
сланцы	https://storage.yandexcloud.net/aaa-project-100/44622518841.jpg	https://www.google.ru/search?q=сланцы	44622518841	irrelevant	0000488072--68497c7547006c7b78d96e4b	infinite	17	100.0
сланцы	https://storage.yandexcloud.net/aaa-project-100/44548618894.jpg	https://www.google.ru/search?q=сланцы	44548618894	irrelevant	0000488072--68497c7547006c7b78d96e4c	infinite	12	100.0
сланцы	https://storage.yandexcloud.net/aaa-project-100/44647870936.jpg	https://www.google.ru/search?q=сланцы	44647870936	irrelevant	0000488072--68497c7547006c7b78d96e4e	infinite	20	100.0
сланцы	https://storage.yandexcloud.net/aaa-project-100/44626916274.jpg	https://www.google.ru/search?q=сланцы	44626916274	irrelevant	0000488072--68497c7547006c7b78d96e4f	infinite	19	100.0
сланцы	https://storage.yandexcloud.net/aaa-project-100/44601123608.jpg	https://www.google.ru/search?q=сланцы	44601123608	irrelevant	0000488072--68497c7547006c7b78d96e50	infinite	17	100.0
сланцы	https://storage.yandexcloud.net/aaa-project-100/44594444836.jpg	https://www.google.ru/search?q=сланцы	44594444836	irrelevant	0000488072--68497c7547006c7b78d96e51	infinite	23	100.0
сланцы	https://storage.yandexcloud.net/aaa-project-100/44561441055.jpg	https://www.google.ru/search?q=сланцы	44561441055	irrelevant	0000488072--68497c7547006c7b78d96e52	infinite	15	93.333336
сланцы	https://storage.yandexcloud.net/aaa-project-100/44611768580.jpg	https://www.google.ru/search?q=сланцы	44611768580	irrelevant	0000488072--68497c7547006c7b78d96e53	infinite	14	100.0
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44556456755.jpg	https://www.google.ru/search?q=nike cortez	44556456755	irrelevant	0000488072--68497c7547006c7b78d96e54	infinite	16	100.0
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44633882870.jpg	https://www.google.ru/search?q=nike cortez	44633882870	relevant	0000488072--68497c7547006c7b78d96e55	infinite	22	40.909092
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44556528139.jpg	https://www.google.ru/search?q=nike cortez	44556528139	irrelevant	0000488072--68497c7547006c7b78d96e56	infinite	20	85.0
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44552302830.jpg	https://www.google.ru/search?q=nike cortez	44552302830	irrelevant	0000488072--68497c7547006c7b78d96e57	infinite	21	100.0
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44622370340.jpg	https://www.google.ru/search?q=nike cortez	44622370340	irrelevant	0000488072--68497c7547006c7b78d96e58	infinite	15	80.0
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44635492746.jpg	https://www.google.ru/search?q=nike cortez	44635492746	relevant	0000488072--68497c7547006c7b78d96e59	infinite	13	53.846153
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44633625116.jpg	https://www.google.ru/search?q=nike cortez	44633625116	irrelevant	0000488072--68497c7547006c7b78d96e5a	infinite	15	93.333336
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44550796116.jpg	https://www.google.ru/search?q=nike cortez	44550796116	irrelevant	0000488072--68497c7547006c7b78d96e5b	infinite	16	81.25
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44348447282.jpg	https://www.google.ru/search?q=nike cortez	44348447282	irrelevant	0000488072--68497c7547006c7b78d96e5c	infinite	16	93.75
nike cortez	https://storage.yandexcloud.net/aaa-project-100/44637557657.jpg	https://www.google.ru/search?q=nike cortez	44637557657	relevant	0000488072--68497c7547006c7b78d96e5d	infinite	20	30.0
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44650812158.jpg	https://www.google.ru/search?q=adidas tokyo	44650812158	irrelevant	0000488072--68497c7547006c7b78d96e5e	infinite	18	77.77778
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44608639733.jpg	https://www.google.ru/search?q=adidas tokyo	44608639733	irrelevant	0000488072--68497c7547006c7b78d96e5f	infinite	17	76.47059
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44652209524.jpg	https://www.google.ru/search?q=adidas tokyo	44652209524	irrelevant	0000488072--68497c7547006c7b78d96e60	infinite	18	83.333336
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44651415438.jpg	https://www.google.ru/search?q=adidas tokyo	44651415438	irrelevant	0000488072--68497c7547006c7b78d96e61	infinite	19	89.47369
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44619420851.jpg	https://www.google.ru/search?q=adidas tokyo	44619420851	irrelevant	0000488072--68497c7547006c7b78d96e62	infinite	14	85.71429
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44627139895.jpg	https://www.google.ru/search?q=adidas tokyo	44627139895	irrelevant	0000488072--68497c7547006c7b78d96e63	infinite	10	80.0
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44583160858.jpg	https://www.google.ru/search?q=adidas tokyo	44583160858	irrelevant	0000488072--68497c7547006c7b78d96e64	infinite	12	66.666664
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44415511919.jpg	https://www.google.ru/search?q=adidas tokyo	44415511919	irrelevant	0000488072--68497c7547006c7b78d96e65	infinite	19	94.73684
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44617843361.jpg	https://www.google.ru/search?q=adidas tokyo	44617843361	irrelevant	0000488072--68497c7547006c7b78d96e66	infinite	13	100.0
adidas tokyo	https://storage.yandexcloud.net/aaa-project-100/44594919184.jpg	https://www.google.ru/search?q=adidas tokyo	44594919184	irrelevant	0000488072--68497c7547006c7b78d96e67	infinite	20	70.0
фарадей 1147	https://storage.yandexcloud.net/aaa-project-100/44629795507.jpg	https://www.google.ru/search?q=фарадей 1147	44629795507	irrelevant	0000488072--68497c7547006c7b78d96e68	infinite	17	100.0
фарадей 1147	https://storage.yandexcloud.net/aaa-project-100/44617645673.jpg	https://www.google.ru/search?q=фарадей 1147	44617645673	irrelevant	0000488072--68497c7547006c7b78d96e69	infinite	17	100.0
фарадей 1147	https://storage.yandexcloud.net/aaa-project-100/44645784875.jpg	https://www.google.ru/search?q=фарадей 1147	44645784875	irrelevant	0000488072--68497c7547006c7b78d96e6c	infinite	20	100.0
фарадей 1147	https://storage.yandexcloud.net/aaa-project-100/44553652561.jpg	https://www.google.ru/search?q=фарадей 1147	44553652561	irrelevant	0000488072--68497c7547006c7b78d96e6e	infinite	16	100.0
фарадей 1147	https://storage.yandexcloud.net/aaa-project-100/44591014793.jpg	https://www.google.ru/search?q=фарадей 1147	44591014793	irrelevant	0000488072--68497c7547006c7b78d96e70	infinite	16	100.0
фарадей 1147	https://storage.yandexcloud.net/aaa-project-100/44589467646.jpg	https://www.google.ru/search?q=фарадей 1147	44589467646	irrelevant	0000488072--68497c7547006c7b78d96e71	infinite	21	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44626916274.jpg	https://www.google.ru/search?q=кроссовки	44626916274	irrelevant	0000488072--68497c7547006c7b78d96e72	infinite	21	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44584397402.jpg	https://www.google.ru/search?q=кроссовки	44584397402	irrelevant	0000488072--68497c7547006c7b78d96e76	infinite	14	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44587997763.jpg	https://www.google.ru/search?q=кроссовки	44587997763	irrelevant	0000488072--68497c7547006c7b78d96e77	infinite	15	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44589467646.jpg	https://www.google.ru/search?q=кроссовки	44589467646	irrelevant	0000488072--68497c7547006c7b78d96e78	infinite	18	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44616458426.jpg	https://www.google.ru/search?q=кроссовки	44616458426	irrelevant	0000488072--68497c7547006c7b78d96e79	infinite	20	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44559864568.jpg	https://www.google.ru/search?q=кроссовки	44559864568	irrelevant	0000488072--68497c7547006c7b78d96e7a	infinite	19	94.73684
crocs salehe bembury	https://storage.yandexcloud.net/aaa-project-100/44618488005.jpg	https://www.google.ru/search?q=crocs salehe bembury	44618488005	relevant	0000488072--68497c7547006c7b78d96e7c	infinite	18	22.222221
crocs salehe bembury	https://storage.yandexcloud.net/aaa-project-100/44550185997.jpg	https://www.google.ru/search?q=crocs salehe bembury	44550185997	irrelevant	0000488072--68497c7547006c7b78d96e7d	infinite	20	55.0
crocs salehe bembury	https://storage.yandexcloud.net/aaa-project-100/44645088529.jpg	https://www.google.ru/search?q=crocs salehe bembury	44645088529	relevant	0000488072--68497c7547006c7b78d96e7e	infinite	16	25.0
crocs salehe bembury	https://storage.yandexcloud.net/aaa-project-100/44602382733.jpg	https://www.google.ru/search?q=crocs salehe bembury	44602382733	irrelevant	0000488072--68497c7547006c7b78d96e80	infinite	17	88.23529
стринги	https://storage.yandexcloud.net/aaa-project-100/44554645359.jpg	https://www.google.ru/search?q=стринги	44554645359	irrelevant	0000488072--68497c9e47006c7b78d97b36	infinite	19	100.0
стринги	https://storage.yandexcloud.net/aaa-project-100/44594444836.jpg	https://www.google.ru/search?q=стринги	44594444836	irrelevant	0000488072--68497c9e47006c7b78d97b37	infinite	14	100.0
стринги	https://storage.yandexcloud.net/aaa-project-100/44644204268.jpg	https://www.google.ru/search?q=стринги	44644204268	irrelevant	0000488072--68497c9e47006c7b78d97b39	infinite	20	95.0
стринги	https://storage.yandexcloud.net/aaa-project-100/44649321379.jpg	https://www.google.ru/search?q=стринги	44649321379	irrelevant	0000488072--68497c9e47006c7b78d97b3a	infinite	21	100.0
стринги	https://storage.yandexcloud.net/aaa-project-100/44523174893.jpg	https://www.google.ru/search?q=стринги	44523174893	irrelevant	0000488072--68497c9e47006c7b78d97b3b	infinite	21	100.0
стринги	https://storage.yandexcloud.net/aaa-project-100/44651369966.jpg	https://www.google.ru/search?q=стринги	44651369966	irrelevant	0000488072--68497c9e47006c7b78d97b3c	infinite	12	100.0
стринги	https://storage.yandexcloud.net/aaa-project-100/44647870936.jpg	https://www.google.ru/search?q=стринги	44647870936	irrelevant	0000488072--68497c9e47006c7b78d97b3d	infinite	14	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44626916274.jpg	https://www.google.ru/search?q=кроссовки	44626916274	irrelevant	0000488072--68497c9e47006c7b78d97b3e	infinite	23	95.652176
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44649761331.jpg	https://www.google.ru/search?q=кроссовки	44649761331	irrelevant	0000488072--68497c9e47006c7b78d97b3f	infinite	19	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44585789083.jpg	https://www.google.ru/search?q=кроссовки	44585789083	irrelevant	0000488072--68497c9e47006c7b78d97b40	infinite	22	95.454544
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44605641846.jpg	https://www.google.ru/search?q=кроссовки	44605641846	irrelevant	0000488072--68497c9e47006c7b78d97b41	infinite	19	94.73684
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44584397402.jpg	https://www.google.ru/search?q=кроссовки	44584397402	irrelevant	0000488072--68497c9e47006c7b78d97b42	infinite	16	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44587997763.jpg	https://www.google.ru/search?q=кроссовки	44587997763	irrelevant	0000488072--68497c9e47006c7b78d97b43	infinite	20	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44589467646.jpg	https://www.google.ru/search?q=кроссовки	44589467646	irrelevant	0000488072--68497c9e47006c7b78d97b44	infinite	15	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44559864568.jpg	https://www.google.ru/search?q=кроссовки	44559864568	irrelevant	0000488072--68497c9e47006c7b78d97b46	infinite	12	100.0
кроссовки	https://storage.yandexcloud.net/aaa-project-100/44572958538.jpg	https://www.google.ru/search?q=кроссовки	44572958538	irrelevant	0000488072--68497c9e47006c7b78d97b47	infinite	18	100.0
khy одежда	https://storage.yandexcloud.net/aaa-project-100/44559864568.jpg	https://www.google.ru/search?q=khy одежда	44559864568	irrelevant	0000488072--68497c9e47006c7b78d97b4b	infinite	11	100.0
khy одежда	https://storage.yandexcloud.net/aaa-project-100/44619878724.jpg	https://www.google.ru/search?q=khy одежда	44619878724	irrelevant	0000488072--68497c9e47006c7b78d97b4d	infinite	13	92.30769
khy одежда	https://storage.yandexcloud.net/aaa-project-100/44212545402.jpg	https://www.google.ru/search?q=khy одежда	44212545402	irrelevant	0000488072--68497c9e47006c7b78d97b4e	infinite	22	100.0
khy одежда	https://storage.yandexcloud.net/aaa-project-100/44617591637.jpg	https://www.google.ru/search?q=khy одежда	44617591637	irrelevant	0000488072--68497c9e47006c7b78d97b4f	infinite	15	86.666664
khy одежда	https://storage.yandexcloud.net/aaa-project-100/44510268411.jpg	https://www.google.ru/search?q=khy одежда	44510268411	irrelevant	0000488072--68497c9e47006c7b78d97b50	infinite	18	88.888885
